event,result,white_elo,black_elo,eco,event_type,rd_white,rd_black,flag_white,flag_black,play_time_white,play_time_black,rated,time,increment,rating_diff
Rated Rapid game,0-1,2154,2104,D02,rapid,45,51,ID,ID,3407287,4535618,1,600,0,50
Rated Rapid game,0-1,1556,1583,C42,rapid,89,45,,,174282,1842443,1,600,0,-27
Rated Rapid tournament,0-1,620,1627,A00,rapid,,,,,,,1,420,3,-1007
Rated Rapid game,0-1,1705,1616,D06,rapid,72,,,,5550990,,1,600,0,89
Rated Rapid game,0-1,1883,1863,C45,rapid,,,,,,,1,600,0,20
Rated Rapid game,0-1,1893,1998,D52,rapid,45,,,,11306391,,1,600,0,-105
Rated Rapid game,0-1,1832,1741,A80,rapid,,90,,,,62695,1,600,0,91
Rated Rapid game,0-1,567,661,C20,rapid,64,45,,,179569,657207,1,600,0,-94
Rated Rapid game,0-1,915,828,A00,rapid,,,,,,,1,600,0,87
Rated Rapid game,0-1,1371,1333,B40,rapid,144,,IN,,55761,,1,600,0,38
Rated Rapid game,0-1,1833,1834,C53,rapid,,,,,,,1,600,0,-1
Rated Rapid game,0-1,1549,1569,E70,rapid,,45,,,,3358995,1,600,5,-20
Rated Rapid game,0-1,1344,1349,C79,rapid,77,70,,,352079,945641,1,600,0,-5
Rated Rapid game,0-1,1500,1578,C40,rapid,154,,,,6929,,1,600,0,-78
Rated Rapid game,0-1,1376,1376,A00,rapid,45,,,,1979414,,1,600,0,0
Rated Rapid game,0-1,1666,1767,C00,rapid,45,,,,2044401,,1,600,0,-101
Rated Rapid game,0-1,1461,1449,C68,rapid,,,,,,,1,600,0,12
Rated Rapid game,0-1,1240,1132,C50,rapid,,,,,,,1,600,5,108
Rated Rapid game,0-1,1876,1998,A45,rapid,45,,,,11569687,,1,600,0,-122
Rated Rapid game,0-1,1752,1784,A40,rapid,,,,,,,1,600,0,-32
Rated Rapid game,0-1,1707,1789,C23,rapid,45,,,,2221487,,1,600,0,-82
Rated Rapid tournament,0-1,1346,1303,B22,rapid,,46,,IR,,822329,1,600,0,43
Rated Rapid game,0-1,930,1078,C40,rapid,,60,,,,231044,1,600,0,-148
Rated Rapid game,0-1,1361,1365,C41,rapid,,,,,,,1,600,0,-4
Rated Rapid game,0-1,795,830,B01,rapid,,,,,,,1,600,5,-35
Rated Rapid game,0-1,1148,1199,C00,rapid,53,,,,5589138,,1,600,10,-51
Rated Rapid game,0-1,1794,1818,A40,rapid,,,,,,,1,600,0,-24
Rated Rapid tournament,0-1,1541,1908,A20,rapid,,,,,,,1,600,0,-367
Rated Rapid game,0-1,1503,1509,A00,rapid,,45,,,,18228119,1,600,0,-6
Rated Rapid game,0-1,1038,1096,D21,rapid,,,,,,,1,600,0,-58
Rated Rapid game,0-1,1009,965,C44,rapid,,81,,,,100588,1,600,0,44
Rated Rapid game,0-1,1281,1308,C25,rapid,,45,,,,1418451,1,600,0,-27
Rated Rapid game,0-1,953,1030,A00,rapid,74,45,,IN,443133,4395188,1,600,0,-77
Rated Rapid game,0-1,1473,1434,D00,rapid,48,45,,MA,6585902,22159772,1,600,0,39
Rated Rapid game,0-1,1526,1534,B12,rapid,45,,,,4639748,,1,600,0,-8
Rated Rapid game,0-1,1377,1354,C47,rapid,70,,,,557776,,1,600,0,23
Rated Rapid game,0-1,1727,1649,C23,rapid,45,47,,SK,4719550,2360450,1,600,0,78
Rated Rapid game,0-1,1474,1486,B21,rapid,,45,,BR,,12535828,1,600,0,-12
Rated Rapid game,0-1,842,893,A10,rapid,,,,,,,1,600,0,-51
Rated Rapid game,0-1,1622,1628,A04,rapid,,49,,,-1,3848906,1,600,0,-6
Rated Rapid game,0-1,2026,2093,C54,rapid,,,,,,,1,600,0,-67
Rated Rapid game,0-1,1414,1346,C23,rapid,45,45,,AU,1901687,5339233,1,600,0,68
Rated Rapid game,0-1,1718,1753,B30,rapid,45,,,,1082686,,1,600,0,-35
Rated Rapid game,0-1,1734,1751,C41,rapid,,,,,,,1,600,0,-17
Rated Rapid game,0-1,1481,1452,B08,rapid,,87,,,-1,1079198,1,900,10,29
Rated Rapid game,0-1,680,691,A06,rapid,,,,,,,1,600,0,-11
Rated Rapid tournament,0-1,1240,1757,B03,rapid,45,45,IT,IR,2164387,6600125,1,600,0,-517
Rated Rapid game,0-1,1136,1208,A00,rapid,45,,AM,,1190614,,1,600,5,-72
Rated Rapid game,0-1,2118,2147,B00,rapid,56,,,,10917511,,1,600,0,-29
Rated Rapid tournament,0-1,2230,2159,B90,rapid,60,45,,,1380385,33283287,1,600,0,71
Rated Rapid game,0-1,1646,1641,C50,rapid,,65,,,,1346707,1,600,0,5
Rated Rapid game,0-1,1510,1494,A40,rapid,45,84,SD,,715334,105136,1,600,0,16
Rated Rapid game,0-1,1045,999,C36,rapid,145,,,,6882,,1,600,0,46
Rated Rapid game,0-1,1726,1805,C44,rapid,81,,,,573568,,1,600,0,-79
Rated Rapid game,0-1,1869,1945,C23,rapid,71,,NO,,765049,,1,600,5,-76
Rated Rapid game,0-1,1719,1720,B12,rapid,45,45,,,1855279,16776595,1,600,0,-1
Rated Rapid tournament,0-1,1351,1381,C58,rapid,,62,,IN,,338576,1,600,0,-30
Rated Rapid game,0-1,940,1019,C00,rapid,,57,,,,165975,1,720,3,-79
Rated Rapid game,0-1,1401,1428,C20,rapid,,75,,IN,,4543676,1,600,0,-27
Rated Rapid game,0-1,1171,1176,A40,rapid,,65,,,,321480,1,600,0,-5
Rated Rapid game,0-1,1397,1466,C44,rapid,93,68,,,56257,2301464,1,600,5,-69
Rated Rapid game,0-1,1113,1127,C24,rapid,,92,,,,67998,1,600,5,-14
Rated Rapid game,0-1,1896,1894,B10,rapid,45,45,,HR,8668783,9925297,1,600,0,2
Rated Rapid game,0-1,1548,1580,C24,rapid,48,,SK,,3674373,,1,600,0,-32
Rated Rapid game,0-1,1435,1415,B21,rapid,46,,GA,,966627,,1,600,0,20
Rated Rapid game,0-1,1490,1532,B10,rapid,93,,,,76012,,1,600,0,-42
Rated Rapid game,0-1,1178,1219,C00,rapid,78,,,,381972,,1,600,0,-41
Rated Rapid game,0-1,935,972,C42,rapid,113,55,,,13656,407486,1,600,5,-37
Rated Rapid game,0-1,1311,1292,B00,rapid,47,45,,TR,380832,1004915,1,600,0,19
Rated Rapid game,0-1,1500,1622,D02,rapid,210,,,,1042,,1,600,0,-122
Rated Rapid game,0-1,1776,1814,C53,rapid,69,83,,,2941305,1725901,1,600,0,-38
Rated Rapid game,0-1,888,891,A22,rapid,,71,,,,90332,1,600,0,-3
Rated Rapid game,0-1,1486,1488,C22,rapid,,45,,,,5932386,1,600,0,-2
Rated Rapid game,0-1,951,994,A41,rapid,89,,,,1792204,,1,600,0,-43
Rated Rapid game,0-1,2083,2086,B13,rapid,,,,,,,1,600,0,-3
Rated Rapid game,0-1,1916,1906,D20,rapid,,49,,,,1111579,1,600,0,10
Rated Rapid game,0-1,1497,1511,B01,rapid,61,,,,27706568,,1,600,0,-14
Rated Rapid game,0-1,1636,1728,C60,rapid,45,,,,1003373,,1,600,0,-92
Rated Rapid tournament,0-1,1827,1727,A40,rapid,,,,,,,1,600,0,100
Rated Rapid game,0-1,1759,1779,B00,rapid,,,,,,,1,600,0,-20
Rated Rapid game,0-1,1908,1875,C00,rapid,45,60,,,6911546,7299969,1,600,0,33
Rated Rapid game,0-1,1546,1529,B21,rapid,48,,IN,,1814279,,1,600,0,17
Rated Rapid game,0-1,1915,1885,B00,rapid,,45,,,,1370874,1,600,0,30
Rated Rapid game,0-1,1491,1480,C50,rapid,47,,,,654874,,1,600,0,11
Rated Rapid tournament,0-1,955,1256,C57,rapid,,,,,,,1,900,5,-301
Rated Rapid game,0-1,894,855,B07,rapid,,45,,,,1250282,1,600,0,39
Rated Rapid game,0-1,1925,2001,C23,rapid,45,,,,14201906,,1,600,0,-76
Rated Rapid game,0-1,928,1027,A40,rapid,,84,,,,135072,1,600,0,-99
Rated Rapid game,0-1,2251,2262,A01,rapid,,45,,US,,6512044,1,600,0,-11
Rated Rapid game,0-1,1940,2119,C98,rapid,,45,,CA-QC,,36604987,1,600,1,-179
Rated Rapid game,0-1,1931,1948,B12,rapid,,45,,,,23218627,1,600,0,-17
Rapid swiss,0-1,766,1292,C33,rapid,160,,,,7529,,0,600,2,-526
Rated Rapid game,0-1,1258,1494,B10,rapid,75,48,,,17796,6585902,1,600,0,-236
Rated Rapid tournament,0-1,1159,1211,C00,rapid,,,,,,,1,600,0,-52
Rated Rapid game,0-1,1972,1884,C00,rapid,,,,,,,1,600,0,88
Rated Rapid game,0-1,1169,1173,C02,rapid,,,,,,,1,900,10,-4
Rated Rapid game,0-1,1742,1693,C50,rapid,46,,,,3182966,,1,600,0,49
Rated Rapid game,0-1,750,1799,D06,rapid,223,186,,,5559742,6106619,1,600,0,-1049
Rated Rapid game,0-1,1189,1167,C20,rapid,,45,,,,1751308,1,600,5,22
Rated Rapid game,0-1,603,747,A05,rapid,53,45,,,770199,2106220,1,600,0,-144
Rated Rapid game,0-1,1853,1857,D20,rapid,45,,RU,,10208330,,1,600,0,-4
Rapid swiss,0-1,1762,2161,A45,rapid,,45,,,,16156689,0,600,0,-399
Rated Rapid game,0-1,2158,2238,C45,rapid,45,,,,44825351,,1,600,5,-80
Rated Rapid game,0-1,1480,1510,C00,rapid,68,,RU,,190043,,1,600,0,-30
Rated Rapid game,0-1,1697,1736,B01,rapid,,,,,,,1,600,0,-39
Rated Rapid game,0-1,782,762,C20,rapid,71,45,,,1128082,371786,1,600,0,20
Rated Rapid game,0-1,1942,1943,A40,rapid,,45,,,,4462075,1,600,0,-1
Rated Rapid game,0-1,1244,1314,C20,rapid,,66,,,,4210007,1,600,0,-70
Rated Rapid game,0-1,1948,1970,C62,rapid,54,45,,TR,4520329,11081755,1,600,0,-22
Rated Rapid game,0-1,1581,1600,B01,rapid,,,,,,,1,600,0,-19
Rated Rapid game,0-1,1025,1057,C40,rapid,,,,,,,1,600,0,-32
Rated Rapid game,0-1,1854,1835,A56,rapid,,,,,,,1,600,0,19
Rated Rapid game,0-1,1929,1911,B00,rapid,45,45,AR,,11240381,10352613,1,600,0,18
Rated Rapid game,0-1,1594,1616,A06,rapid,,,,,,,1,600,0,-22
Rated Rapid game,0-1,1295,1308,B20,rapid,,68,,,,805245,1,600,0,-13
Rated Rapid game,0-1,2125,2163,B01,rapid,,49,,,,2502625,1,600,0,-38
Rated Rapid game,0-1,918,800,C00,rapid,71,45,AR,,517622,242656,1,600,0,118
Rated Rapid game,0-1,882,965,D00,rapid,47,76,,,256759,150788,1,600,0,-83
Rated Rapid game,0-1,1098,1068,C00,rapid,82,,,,674200,,1,600,0,30
Rated Rapid game,0-1,1297,1291,C57,rapid,45,,,,4711414,,1,600,0,6
Rated Rapid game,0-1,1698,1698,A00,rapid,,45,,,,1794584,1,600,0,0
Rated Rapid tournament,0-1,735,1123,D00,rapid,,62,,,,385715,1,600,0,-388
Rated Rapid game,0-1,2150,2199,B01,rapid,,,,,,,1,600,5,-49
Rated Rapid game,0-1,1604,1631,B15,rapid,,,,,,,1,600,0,-27
Rated Rapid game,0-1,1763,1894,B00,rapid,52,,,,4381359,,1,600,5,-131
Rated Rapid game,0-1,1336,1364,C24,rapid,46,45,,,1288240,909199,1,600,0,-28
Rated Rapid game,0-1,905,951,C02,rapid,,,,,,,1,600,5,-46
Rated Rapid game,0-1,1220,1340,A00,rapid,45,,,,7336324,,1,600,5,-120
Rated Rapid game,0-1,2156,2151,A30,rapid,83,,MY,,275156,,1,600,5,5
Rated Rapid game,0-1,1267,1278,C57,rapid,45,,AT,,1086589,,1,600,3,-11
Rated Rapid game,0-1,1904,1892,C41,rapid,45,,,,1617952,,1,600,0,12
Rapid swiss,0-1,666,1121,B06,rapid,,161,,,,15161,0,600,2,-455
Rated Rapid game,0-1,1423,1470,C40,rapid,69,45,,,712127,2761793,1,600,0,-47
Rated Rapid game,0-1,1882,1903,C27,rapid,,93,,,,1199880,1,600,0,-21
Rated Rapid game,0-1,1569,1607,B00,rapid,45,,US,,5465378,,1,600,0,-38
Rated Rapid game,0-1,1354,1359,A00,rapid,,,,,,,1,600,0,-5
Rated Rapid game,0-1,1218,1208,C44,rapid,,83,,,,111094,1,600,0,10
Rated Rapid game,0-1,1620,1711,B00,rapid,45,,,,1648983,,1,600,0,-91
Rated Rapid game,0-1,1562,1562,B20,rapid,45,,IT,,3035478,,1,600,0,0
Rated Rapid game,0-1,1040,804,C47,rapid,,,,,,,1,600,5,236
Rated Rapid game,0-1,2078,2198,B00,rapid,,,,,,,1,600,5,-120
Rated Rapid game,0-1,1888,1896,A40,rapid,45,,,,6327379,,1,600,0,-8
Rated Rapid game,0-1,1916,1870,A04,rapid,,,,,,,1,600,0,46
Rated Rapid game,0-1,1233,1416,D00,rapid,223,,,,8873,,1,600,0,-183
Rated Rapid tournament,0-1,1034,1458,C50,rapid,63,,AQ,,145504,,1,600,0,-424
Rated Rapid game,0-1,887,929,D01,rapid,59,,BG,,-1,,1,600,0,-42
Rated Rapid game,0-1,1876,1975,D35,rapid,45,76,,,2314737,201352,1,600,0,-99
Rated Rapid game,0-1,1180,1162,B10,rapid,,57,,,,984015,1,600,0,18
Rated Rapid game,0-1,1580,1569,A00,rapid,,87,,,,1409286,1,600,0,11
Rated Rapid game,0-1,1320,1287,B01,rapid,,67,,,,1797859,1,600,0,33
Rated Rapid game,0-1,1925,1914,B00,rapid,45,45,AR,,11240381,10352613,1,600,0,11
Rated Rapid game,0-1,1442,1455,C44,rapid,,,,,,,1,600,0,-13
Rated Rapid tournament,0-1,1752,1790,D02,rapid,,45,,RU,,5067699,1,600,0,-38
Rated Rapid tournament,0-1,1531,1775,B13,rapid,,,,,,,1,480,0,-244
Rated Rapid game,0-1,1478,1420,B01,rapid,,69,,,,827248,1,600,0,58
Rated Rapid game,0-1,1407,1401,B01,rapid,60,69,,,631520,827248,1,600,0,6
Rated Rapid game,0-1,992,898,A40,rapid,,,,,,,1,600,0,94
Rated Rapid game,0-1,1389,1456,C44,rapid,78,45,,,265021,2200479,1,600,0,-67
Rated Rapid game,0-1,1433,1513,A29,rapid,,54,,,,348689,1,600,0,-80
Rated Rapid game,0-1,1698,1664,B10,rapid,,60,,US,,2152086,1,600,0,34
Rated Rapid game,0-1,693,774,A00,rapid,,,,,,,1,600,0,-81
Rated Rapid game,0-1,1832,1807,B01,rapid,,,,,,,1,600,5,25
Rated Rapid game,0-1,1484,1450,C40,rapid,,,,,,,1,600,0,34
Rated Rapid tournament,0-1,928,1067,C50,rapid,97,,PL,,99218,,1,600,0,-139
Rated Rapid game,0-1,1195,1137,C48,rapid,,,,,,,1,600,0,58
Rated Rapid game,0-1,1712,1705,A85,rapid,,,,,,,1,600,0,7
Rated Rapid tournament,0-1,1201,1379,A00,rapid,,,,,,,1,600,5,-178
Rated Rapid game,0-1,1137,1476,C40,rapid,46,,,,1260427,,1,600,10,-339
Rapid swiss,0-1,1500,1500,A00,rapid,,175,,,,4785,0,600,2,0
Rated Rapid game,0-1,1844,1848,D02,rapid,,,,,,,1,600,0,-4
Rated Rapid tournament,0-1,1630,1939,C10,rapid,,,,,,,1,600,0,-309
Rated Rapid game,0-1,1036,1061,C20,rapid,48,,,,1898702,,1,600,0,-25
Rapid swiss,0-1,959,837,C00,rapid,151,181,,,10506,3302,0,600,2,122
Rated Rapid game,0-1,1510,1395,C60,rapid,45,,,,1744321,,1,600,0,115
Rated Rapid game,0-1,1970,1979,D06,rapid,,75,,ID,,8739068,1,600,0,-9
Rated Rapid game,0-1,1608,1609,D02,rapid,,45,,,,2674282,1,600,0,-1
Rated Rapid game,0-1,1726,1865,B21,rapid,,,,,,,1,600,0,-139
Rated Rapid game,0-1,1685,1692,A50,rapid,,,,,,,1,600,0,-7
Rated Rapid game,0-1,1811,1775,C00,rapid,,,,,,,1,600,0,36
Rated Rapid game,0-1,1865,1844,A10,rapid,,45,,,,3540269,1,600,0,21
Rated Rapid game,0-1,1491,1595,C47,rapid,,,,,,,1,300,5,-104
Rated Rapid game,0-1,1686,1732,B10,rapid,47,87,,,939387,3666394,1,600,5,-46
Rated Rapid game,0-1,1229,1277,C42,rapid,,,,,,,1,600,0,-48
Rated Rapid game,0-1,1714,1760,B40,rapid,50,,US,,2240448,,1,600,3,-46
Rated Rapid game,0-1,964,963,B10,rapid,,60,,,,270563,1,600,0,1
Rated Rapid game,0-1,818,813,A45,rapid,,,,,,,1,600,0,5
Rated Rapid game,0-1,1473,1505,B12,rapid,,,,,,,1,600,0,-32
Rated Rapid game,0-1,2018,2050,A11,rapid,,,,,,,1,600,0,-32
Rated Rapid game,0-1,1093,1089,B01,rapid,58,,,,1274232,,1,600,0,4
Rated Rapid game,0-1,1395,1438,A34,rapid,75,46,,,89220,9974708,1,600,0,-43
Rated Rapid game,0-1,1875,1916,C58,rapid,,,,,,,1,900,0,-41
Rated Rapid game,0-1,998,1006,A40,rapid,,57,,,,219740,1,600,0,-8
Rated Rapid game,0-1,1206,1174,A00,rapid,,61,,,,1311324,1,600,0,32
Rated Rapid game,0-1,1831,1843,D02,rapid,45,48,,,946309,6337821,1,600,0,-12
Rated Rapid game,0-1,1283,1321,C44,rapid,,,,,,,1,600,0,-38
Rated Rapid game,0-1,2084,2182,D38,rapid,,,,,,,1,600,0,-98
Rated Rapid game,0-1,1321,1379,C50,rapid,50,45,,,136403,4695701,1,600,0,-58
Rated Rapid game,0-1,1975,1967,A84,rapid,64,,,,2130585,,1,600,0,8
Rated Rapid game,0-1,1133,1154,D20,rapid,,,,,,,1,600,5,-21
Rapid swiss,0-1,1186,818,C00,rapid,,,,,,,0,420,5,368
Rated Rapid game,0-1,912,855,C47,rapid,72,,,,1103943,,1,600,0,57
Rated Rapid game,0-1,977,910,D00,rapid,78,71,,,235248,809235,1,600,5,67
Rated Rapid game,0-1,1340,1334,C49,rapid,52,,,,1018110,,1,600,0,6
Rated Rapid game,0-1,1582,1588,C40,rapid,,,,,,,1,600,0,-6
Rated Rapid game,0-1,1047,1055,B00,rapid,,,,,,,1,600,0,-8
Rated Rapid game,0-1,1966,1955,B00,rapid,,,,,,,1,600,0,11
Rated Rapid game,0-1,1496,1506,C42,rapid,48,88,,IN,3946154,1049492,1,600,0,-10
Rated Rapid game,0-1,1256,1168,B00,rapid,,,,,,,1,600,0,88
Rated Rapid game,0-1,1252,1276,D02,rapid,54,45,,MX,982197,1267479,1,600,5,-24
Rated Rapid game,0-1,1518,1527,C24,rapid,45,,,,43503641,,1,600,5,-9
Rated Rapid game,0-1,1445,1422,D04,rapid,58,,,,1539054,,1,600,0,23
Rated Rapid game,0-1,1994,2057,B12,rapid,78,,,,5058270,,1,600,0,-63
Rated Rapid game,0-1,1513,1529,B21,rapid,,45,,,,3374182,1,600,0,-16
Rated Rapid game,0-1,966,994,C50,rapid,,,,,,,1,600,3,-28
Rated Rapid tournament,0-1,1687,1135,B34,rapid,110,,,,78081,,1,600,5,552
Rated Rapid game,0-1,1246,1259,A00,rapid,,61,,,,1292387,1,600,0,-13
Rated Rapid game,0-1,1284,1167,A41,rapid,,,,,,,1,600,5,117
Rated Rapid game,0-1,1866,1813,A40,rapid,,,,,,,1,600,0,53
Rated Rapid game,0-1,1454,1443,C41,rapid,45,45,,DE,664251,4747588,1,600,0,11
Rated Rapid game,0-1,1788,1826,B30,rapid,68,,,,1845581,,1,600,0,-38
Rated Rapid game,0-1,1837,1874,C20,rapid,,45,,,,5535105,1,600,5,-37
Rated Rapid game,0-1,1935,1929,B15,rapid,,,,,,,1,600,0,6
Rated Rapid game,0-1,1592,1628,B40,rapid,,,,,,,1,600,0,-36
Rated Rapid game,0-1,1698,1698,A00,rapid,,45,,,,1794584,1,600,0,0
Rated Rapid game,0-1,1980,1935,C69,rapid,,,,,,-1,1,600,0,45
Rated Rapid game,0-1,1682,1749,B00,rapid,48,45,,AT,3407746,18025260,1,600,0,-67
Rated Rapid game,0-1,1683,1703,B50,rapid,,45,,,,2788084,1,600,0,-20
Rated Rapid game,0-1,1388,1381,B01,rapid,66,,BA,,986535,,1,600,0,7
Rated Rapid game,0-1,1132,1199,C41,rapid,,,,,,,1,600,5,-67
Rated Rapid game,0-1,1287,1329,B01,rapid,,,,,-1,,1,600,0,-42
Rapid swiss,0-1,1627,1022,A00,rapid,,,,,,,0,600,2,605
Rated Rapid tournament,0-1,1254,1893,C50,rapid,,,,,,,1,900,0,-639
Rated Rapid game,0-1,1165,1195,A40,rapid,,81,,,,738558,1,600,0,-30
Rated Rapid game,0-1,1916,1922,C02,rapid,,46,,,,2190801,1,600,0,-6
Rated Rapid game,0-1,2613,2504,D02,rapid,,,,,,,1,600,0,109
Rated Rapid tournament,0-1,1640,2002,D37,rapid,61,,RS,,14540206,,1,600,0,-362
Rated Rapid game,0-1,1462,1493,C57,rapid,60,,,,240658,,1,600,0,-31
Rated Rapid game,0-1,2032,2077,B13,rapid,,,,,,,1,600,0,-45
Rated Rapid game,0-1,1689,1683,B12,rapid,113,92,,,12839,1536121,1,600,0,6
Rated Rapid game,0-1,1581,1556,C42,rapid,,,,,,,1,600,5,25
Rated Rapid game,0-1,1788,1823,A40,rapid,80,45,,TR,2894545,6262645,1,600,0,-35
Rated Rapid game,0-1,1859,1834,B50,rapid,,,,,,,1,600,0,25
Rated Rapid game,0-1,1746,1763,B32,rapid,,95,,TR,,52453,1,600,0,-17
Rated Rapid game,0-1,1911,1989,C10,rapid,,,,,,,1,600,0,-78
Rated Rapid game,0-1,1904,1762,B06,rapid,,,,,,,1,600,5,142
Rated Rapid game,0-1,1497,1426,B50,rapid,,,,,,,1,600,0,71
Rated Rapid game,0-1,1512,1471,C20,rapid,46,,,,3603904,,1,480,0,41
Rated Rapid game,0-1,1665,1677,C23,rapid,,,,,,,1,600,0,-12
Rated Rapid game,0-1,1876,1845,B08,rapid,,48,,AR,,1635457,1,600,0,31
Rated Rapid tournament,0-1,1250,1680,B10,rapid,56,48,,,400557,15741997,1,600,0,-430
Rated Rapid game,0-1,876,1032,A00,rapid,90,85,,RU,114806,237639,1,600,5,-156
Rated Rapid game,0-1,1868,1993,C02,rapid,45,,ES,,21500846,,1,600,0,-125
Rated Rapid tournament,0-1,1846,1897,C13,rapid,,45,,,,23353643,1,600,0,-51
Rated Rapid game,0-1,1461,1572,C77,rapid,,45,,,,4738108,1,600,5,-111
Rated Rapid game,0-1,1259,1276,B00,rapid,52,,,,439755,,1,600,0,-17
Rated Rapid game,0-1,1517,1470,D07,rapid,,,,,,,1,600,3,47
Rated Rapid game,0-1,1401,1315,B12,rapid,45,,TR,,2042153,,1,600,0,86
Rated Rapid game,0-1,1511,1514,C54,rapid,84,60,,,1024166,1447011,1,600,0,-3
Rapid swiss,0-1,1015,1210,A00,rapid,150,,,,5708,,0,600,2,-195
Rated Rapid game,0-1,1606,1629,C25,rapid,46,51,,,448428,587895,1,600,0,-23
Rated Rapid game,0-1,1983,1995,A03,rapid,45,,,,4364261,,1,600,0,-12
Rated Rapid game,0-1,1501,1525,C50,rapid,,104,,,,17246,1,600,0,-24
Rated Rapid game,0-1,2100,2101,C56,rapid,45,52,,,6734423,2950741,1,600,0,-1
Rated Rapid game,0-1,793,665,C00,rapid,,,,,,,1,600,0,128
Rapid swiss,0-1,1190,1704,C47,rapid,101,,,,71562,,0,600,0,-514
Rated Rapid game,0-1,1708,1677,C23,rapid,45,,,,4119910,,1,600,5,31
Rapid swiss,0-1,999,1519,A00,rapid,147,284,,,9569,2072,0,600,2,-520
Rated Rapid game,0-1,1276,1309,C41,rapid,66,,,,570771,,1,600,0,-33
Rated Rapid game,0-1,1485,1437,B01,rapid,45,60,RS,,1253332,3364488,1,900,10,48
Rated Rapid tournament,0-1,1179,1244,D02,rapid,70,,,,182994,,1,900,0,-65
Rated Rapid game,0-1,1267,1346,C34,rapid,61,,RU,,9247423,,1,840,0,-79
Rated Rapid game,0-1,1683,1636,D00,rapid,,77,,,,544547,1,600,0,47
Rated Rapid game,0-1,990,991,C50,rapid,,83,,,,190663,1,600,5,-1
Rated Rapid game,0-1,1729,1732,B01,rapid,,,,,,,1,600,0,-3
Rated Rapid game,0-1,2107,2051,C05,rapid,56,,,,10917511,,1,600,0,56
Rapid swiss,0-1,641,991,?,rapid,,,,,,,0,900,0,-350
Rated Rapid game,0-1,1037,1015,C29,rapid,,70,,TR,,1499056,1,600,0,22
Rated Rapid game,0-1,1771,1767,B30,rapid,,47,,,,5814727,1,600,0,4
Rated Rapid game,0-1,1768,1689,B20,rapid,45,47,,,808110,1668566,1,600,0,79
Rated Rapid game,0-1,1559,1623,A40,rapid,46,,RU,,11512867,,1,600,0,-64
Rated Rapid game,0-1,1081,1072,B10,rapid,,45,,MW,,1893790,1,600,5,9
Rated Rapid game,0-1,1937,1953,C00,rapid,45,45,,,17375191,3357386,1,600,0,-16
Rated Rapid game,0-1,1132,1235,A07,rapid,110,75,,NL,43805,2066252,1,600,0,-103
Rated Rapid game,0-1,1671,1669,C00,rapid,45,46,,,13113052,2683634,1,600,0,2
Rated Rapid game,0-1,1316,1300,C22,rapid,,89,,,,343513,1,600,0,16
Rated Rapid game,0-1,1043,1001,A02,rapid,85,48,FR,,203905,1741442,1,600,5,42
Rated Rapid tournament,0-1,1404,1934,B13,rapid,,62,,IN,,3276126,1,900,5,-530
Rated Rapid game,0-1,1942,1947,B30,rapid,69,,,,2492404,,1,600,0,-5
Rated Rapid game,0-1,1243,1295,D20,rapid,,,,,,,1,600,0,-52
Rated Rapid game,0-1,1009,1103,C02,rapid,46,,,,401084,,1,600,0,-94
Rated Rapid game,0-1,1463,1486,C40,rapid,,,,,,,1,600,0,-23
Rated Rapid game,0-1,1615,1605,C41,rapid,46,45,,,4193261,32119451,1,600,0,10
Rated Rapid game,0-1,1826,1830,D07,rapid,45,,,,1058623,,1,600,5,-4
Rated Rapid game,0-1,1203,1205,C01,rapid,,45,,,,1679350,1,600,0,-2
Rated Rapid game,0-1,1567,1776,D20,rapid,,,,,,,1,480,0,-209
Rated Rapid game,0-1,1680,1670,C50,rapid,,78,,,,784595,1,600,0,10
Rated Rapid game,0-1,2055,2148,B17,rapid,,45,,NL,,12836321,1,600,0,-93
Rated Rapid game,0-1,1454,1500,C47,rapid,,,,,,,1,600,0,-46
Rated Rapid tournament,0-1,1219,1072,C24,rapid,45,,FR,,10346410,,1,600,0,147
Rated Rapid game,0-1,1086,1109,C40,rapid,,,,,,,1,600,0,-23
Rated Rapid game,0-1,1612,1565,B40,rapid,45,50,AF,NO,9803688,7864447,1,360,8,47
Rated Rapid game,0-1,1496,1486,C50,rapid,,45,,,,4057401,1,600,0,10
Rated Rapid game,0-1,1698,1674,C41,rapid,,45,,,,1003373,1,600,0,24
Rated Rapid game,0-1,1132,1137,A40,rapid,,,,,,,1,600,5,-5
Rated Rapid game,0-1,1487,1529,D02,rapid,,80,,,,1081555,1,1200,5,-42
Rated Rapid game,0-1,1035,1152,C47,rapid,,,,,,,1,600,0,-117
Rapid swiss,0-1,1059,891,A45,rapid,,168,,IL,,63991,0,600,2,168
Rated Rapid game,0-1,1121,1109,C55,rapid,59,,,,632362,,1,600,0,12
Rated Rapid game,0-1,1861,1914,C34,rapid,45,,,,10412253,,1,600,0,-53
Rated Rapid game,0-1,1433,1464,A40,rapid,51,,JP,,507117,,1,600,0,-31
Rated Rapid game,0-1,2143,2200,D02,rapid,,,,,,,1,600,0,-57
Rated Rapid game,0-1,1574,1678,B23,rapid,,47,,,,2123014,1,900,0,-104
Rated Rapid game,0-1,1954,1973,B20,rapid,45,,,,6218005,,1,600,5,-19
Rated Rapid game,0-1,615,473,C41,rapid,,,,,,,1,600,0,142
Rated Rapid game,0-1,1500,1292,B12,rapid,88,98,,,198971,29518,1,600,0,208
